learning_rate,epochs,context_size,accuracy,f1_score
0.05,10.0,5.0,0.7142857142857143,0.8333333333333334
0.1,10.0,3.0,0.7142857142857143,0.8333333333333334
0.1,30.0,5.0,0.7285714285714285,0.8288288288288288
0.1,50.0,3.0,0.7285714285714285,0.8288288288288288
0.05,30.0,5.0,0.7285714285714285,0.819047619047619
0.1,50.0,5.0,0.7285714285714285,0.8155339805825242
0.05,30.0,3.0,0.7285714285714285,0.8155339805825242
0.05,50.0,3.0,0.7285714285714285,0.8155339805825242
0.1,30.0,3.0,0.7285714285714285,0.8155339805825242
0.001,50.0,3.0,0.7285714285714285,0.8080808080808081
0.001,30.0,3.0,0.7285714285714285,0.8080808080808081
0.001,50.0,5.0,0.7285714285714285,0.8080808080808081
0.001,10.0,5.0,0.7142857142857143,0.7916666666666666
0.05,50.0,5.0,0.7,0.7741935483870968
0.001,30.0,5.0,0.6857142857142857,0.7555555555555555
0.05,10.0,3.0,0.6857142857142857,0.7555555555555555
0.001,10.0,3.0,0.6,0.6410256410256411
0.1,10.0,5.0,0.5857142857142857,0.6027397260273972
